job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
580,Hughes Ltd,Automotive,Quant Researcher,"AWS, Power BI, MLflow, Python, GCP",Entry,Internship,"East Lisa, GY",92863-113996,2024-01-11,Large,"MLflow, LangChain, BigQuery"
581,Mcneil Ltd,Education,Data Analyst,"Pandas, R, AWS, PyTorch",Senior,Full-time,"Brandonshire, MU",49202-142011,2024-11-17,Large,LangChain
582,"Clark, Garcia and Smith",Education,ML Engineer,"Hugging Face, Python, Pandas",Entry,Contract,"East Laurenland, UA",117905-154963,2023-12-27,Startup,"FastAPI, Scikit-learn, PyTorch"
583,Robinson-Murphy,Automotive,AI Researcher,"Power BI, Python, GCP, C++",Mid,Full-time,"East Raymond, NR",69967-88953,2024-03-26,Large,"Scikit-learn, FastAPI, TensorFlow"
584,"Jenkins, Shelton and Galloway",Tech,Data Analyst,"CUDA, AWS, Scikit-learn",Mid,Internship,"Port Jenniferhaven, DM",117659-216166,2024-05-26,Mid,MLflow
585,"Oconnor, Montgomery and Figueroa",Retail,Quant Researcher,"Python, LangChain, Pandas, TensorFlow",Mid,Internship,"Lake Elizabeth, BA",59894-135142,2023-12-12,Startup,MLflow
586,Lin-Robinson,Automotive,AI Researcher,"Hugging Face, Azure, NumPy",Senior,Full-time,"Jamesmouth, TO",137561-211332,2025-07-19,Mid,"LangChain, Scikit-learn, MLflow"
587,"Thompson, Mosley and Mitchell",E-commerce,ML Engineer,"R, Scikit-learn, SQL, LangChain",Entry,Internship,"Lake April, UA",116335-171155,2024-02-13,Startup,PyTorch
588,Austin-Burke,Retail,NLP Engineer,"FastAPI, SQL, Scikit-learn, NumPy, Excel, PyTorch",Senior,Remote,"South Christophermouth, PW",96083-149737,2024-05-16,Mid,"PyTorch, BigQuery"
589,Smith-Webster,E-commerce,NLP Engineer,"Power BI, Scikit-learn, R, Python, Keras",Senior,Contract,"West Karen, DK",143953-177085,2025-02-28,Large,"TensorFlow, KDB+, MLflow"
590,Bennett and Sons,Education,Data Scientist,"C++, Reinforcement Learning, Azure, CUDA, MLflow",Entry,Full-time,"Burnetttown, KE",75110-92187,2024-05-13,Startup,BigQuery
591,Hess-Hobbs,Healthcare,Data Scientist,"Keras, AWS, NumPy, MLflow, TensorFlow, Flask",Mid,Contract,"Jacquelineview, MN",121197-140025,2025-02-06,Large,"Scikit-learn, KDB+, MLflow"
592,Scott-Garcia,Tech,NLP Engineer,"Flask, Power BI, LangChain, Excel, MLflow, R",Senior,Remote,"Raymondville, SR",54151-79891,2024-03-03,Mid,"FastAPI, TensorFlow, MLflow"
593,Scott Ltd,Automotive,Quant Researcher,"Hugging Face, MLflow, CUDA, Python, Keras, SQL",Senior,Contract,"Lake Colleenmouth, NA",149692-200124,2024-12-29,Large,"TensorFlow, FastAPI, Scikit-learn"
594,"Wheeler, Thompson and Rivera",Finance,Computer Vision Engineer,"Pandas, MLflow, TensorFlow, Power BI",Mid,Remote,"Jacobland, BR",59190-136850,2025-04-27,Startup,"LangChain, KDB+, BigQuery"
595,Collins LLC,Finance,ML Engineer,"R, CUDA, TensorFlow",Senior,Internship,"Ryanfort, SB",109704-209632,2024-12-26,Large,"PyTorch, LangChain"
596,"Decker, Wilson and Daniel",Education,NLP Engineer,"Azure, Excel, Power BI, SQL",Entry,Full-time,"North Elizabeth, VU",56774-69344,2024-09-30,Startup,"Scikit-learn, BigQuery, MLflow"
597,Erickson-Hill,Finance,ML Engineer,"LangChain, Reinforcement Learning, CUDA, R, SQL, Excel",Senior,Internship,"Aaronview, AZ",48914-60214,2024-10-13,Mid,KDB+
598,"Harrison, Miller and Vasquez",Tech,Data Analyst,"Flask, Reinforcement Learning, Pandas, CUDA, Azure",Mid,Internship,"East Laceyville, FI",47206-107566,2024-10-21,Large,"LangChain, Scikit-learn, FastAPI"
599,Avery-Randall,Tech,AI Researcher,"TensorFlow, Power BI, PyTorch",Mid,Internship,"Thomasborough, SR",49463-142153,2025-07-27,Mid,BigQuery
600,Gonzalez LLC,Tech,Computer Vision Engineer,"C++, Hugging Face, PyTorch, SQL",Mid,Full-time,"Lake Kaylaport, VU",77762-138650,2024-03-26,Large,"MLflow, LangChain, KDB+"
601,Rodriguez LLC,E-commerce,AI Researcher,"LangChain, AWS, Hugging Face, Flask, R",Entry,Full-time,"Lake Jamesberg, JM",67646-146965,2025-06-17,Mid,"KDB+, BigQuery"
602,Diaz PLC,Retail,AI Researcher,"Python, TensorFlow, GCP, R",Senior,Full-time,"Harrismouth, TR",66539-114691,2025-08-05,Mid,"Scikit-learn, MLflow"
603,Perez-Herman,Education,NLP Engineer,"C++, GCP, Keras, AWS, TensorFlow, LangChain",Mid,Contract,"Michaelside, NA",79160-172160,2024-12-08,Startup,"FastAPI, KDB+"
604,Reese Inc,Automotive,AI Researcher,"Python, PyTorch, Hugging Face, CUDA, Azure, MLflow",Mid,Full-time,"Webbmouth, NA",147705-216954,2025-03-07,Startup,"BigQuery, LangChain"
605,Yang-Ross,E-commerce,AI Product Manager,"GCP, Power BI, Azure, Python",Senior,Contract,"Andrewschester, IQ",59811-106563,2024-11-06,Mid,"KDB+, TensorFlow, Scikit-learn"
606,"Arnold, Burns and Garcia",Retail,ML Engineer,"C++, FastAPI, Scikit-learn",Senior,Remote,"Deniseport, NE",61213-148219,2025-03-17,Mid,"PyTorch, BigQuery, Scikit-learn"
607,Blankenship-Ferguson,Education,NLP Engineer,"FastAPI, AWS, Power BI, Flask, SQL, MLflow",Senior,Remote,"Aarontown, TO",127524-148571,2025-05-01,Startup,"FastAPI, BigQuery"
608,"Acosta, Roy and Gutierrez",Healthcare,Quant Researcher,"Python, AWS, R, Pandas, Power BI, TensorFlow",Senior,Internship,"East Erica, GY",53455-142848,2025-06-22,Startup,"FastAPI, Scikit-learn, LangChain"
609,"Barton, Guzman and Jones",Finance,ML Engineer,"Pandas, R, LangChain",Mid,Full-time,"East Eric, FI",84521-130961,2025-04-30,Mid,"LangChain, PyTorch"
610,Miller-Schultz,Retail,Data Scientist,"Flask, C++, NumPy, Python, GCP",Entry,Full-time,"Beckerburgh, GA",68321-135101,2024-04-15,Large,TensorFlow
611,Hendricks Group,Tech,ML Engineer,"Hugging Face, Flask, MLflow",Mid,Contract,"West Julie, MX",73192-103993,2025-06-20,Startup,"BigQuery, PyTorch"
612,"Burke, Paul and Conner",Education,Data Analyst,"Excel, Reinforcement Learning, Pandas, GCP, FastAPI",Entry,Contract,"New Jerome, BA",43069-99172,2025-01-26,Startup,LangChain
613,Glenn-Rodriguez,Finance,Data Analyst,"SQL, GCP, Scikit-learn",Senior,Internship,"Maryton, TH",103638-163765,2024-05-10,Startup,"Scikit-learn, MLflow"
614,Schaefer-Anderson,Tech,Computer Vision Engineer,"C++, Python, GCP",Entry,Internship,"New Natalieview, SE",148791-234027,2025-05-26,Large,"FastAPI, Scikit-learn, PyTorch"
615,"Harris, Hopkins and Miranda",Finance,Computer Vision Engineer,"NumPy, Pandas, Reinforcement Learning",Entry,Full-time,"Brooksmouth, TR",81873-126955,2024-10-19,Startup,"PyTorch, Scikit-learn, TensorFlow"
616,Reyes LLC,Retail,AI Product Manager,"Reinforcement Learning, Python, MLflow, Flask",Mid,Remote,"West Lynnbury, BB",107701-182399,2025-08-20,Startup,LangChain
617,"Smith, Adkins and Peterson",Retail,Computer Vision Engineer,"Scikit-learn, LangChain, MLflow, FastAPI",Entry,Full-time,"South Gregory, BO",44261-132348,2024-10-24,Large,"KDB+, FastAPI"
618,Guerra and Sons,Tech,Data Analyst,"Azure, MLflow, Pandas, PyTorch",Mid,Contract,"North Timothy, SC",144418-178671,2024-08-17,Large,"MLflow, PyTorch, LangChain"
619,Smith Inc,E-commerce,AI Product Manager,"AWS, Keras, Flask, R, PyTorch, Python",Senior,Full-time,"Bryanttown, ET",59575-125556,2024-02-24,Mid,"PyTorch, FastAPI"
620,Rodriguez-Mcgrath,E-commerce,Data Scientist,"GCP, Keras, LangChain",Mid,Full-time,"Bonnieview, SN",133037-191935,2025-01-21,Large,"KDB+, FastAPI"
621,"Mullen, Chaney and Morris",Automotive,ML Engineer,"R, Pandas, TensorFlow, Hugging Face, Python",Entry,Internship,"Simmonston, HT",125183-172905,2024-09-09,Large,"LangChain, KDB+"
622,"Walker, Welch and Alexander",Finance,Quant Researcher,"SQL, Excel, Azure, PyTorch, Scikit-learn",Mid,Contract,"South Alyssaview, DK",98205-195671,2024-04-11,Startup,"Scikit-learn, LangChain, TensorFlow"
623,Cochran Ltd,Education,ML Engineer,"SQL, NumPy, Python, Power BI, Scikit-learn",Senior,Contract,"Robinsonland, BR",83577-159592,2024-08-26,Large,FastAPI
624,Wells PLC,Tech,NLP Engineer,"Pandas, CUDA, R, Python, FastAPI, SQL",Entry,Internship,"Kevinfurt, FM",126480-181097,2025-04-06,Mid,"MLflow, LangChain, KDB+"
625,Knight PLC,Tech,Data Scientist,"LangChain, Pandas, Flask, AWS",Senior,Remote,"Woodberg, PL",95492-152604,2024-05-12,Mid,"Scikit-learn, BigQuery"
626,Rivers-Bautista,E-commerce,Data Analyst,"Power BI, NumPy, LangChain, CUDA, Reinforcement Learning, Excel",Senior,Contract,"Port Austinport, AT",102113-144608,2023-09-30,Large,"Scikit-learn, BigQuery"
627,"Cabrera, Schultz and Walker",E-commerce,Data Analyst,"Keras, Scikit-learn, MLflow, Python, SQL, Excel",Senior,Full-time,"Jessicaland, MX",143450-184908,2024-04-12,Large,"TensorFlow, LangChain, MLflow"
628,"Morgan, Novak and Sullivan",Education,ML Engineer,"GCP, SQL, TensorFlow, Keras, Reinforcement Learning",Entry,Remote,"North Ashley, KI",72389-120591,2025-07-09,Mid,"BigQuery, MLflow"
629,"Hall, Oconnell and Wilson",Automotive,AI Product Manager,"Power BI, R, C++, TensorFlow, Python",Mid,Full-time,"Careyland, MN",45843-74772,2024-09-24,Mid,Scikit-learn
630,Harris Ltd,Automotive,Data Analyst,"PyTorch, FastAPI, MLflow, C++, Pandas, NumPy",Entry,Internship,"South Keith, UY",132168-172436,2024-07-18,Startup,"MLflow, Scikit-learn"
631,Barajas-Wilson,Healthcare,Quant Researcher,"AWS, Pandas, FastAPI, R",Mid,Full-time,"West Christopher, AR",140975-223314,2024-07-18,Large,"KDB+, LangChain, Scikit-learn"
632,Olsen and Sons,Finance,Quant Researcher,"Pandas, Hugging Face, LangChain, Reinforcement Learning",Senior,Full-time,"Michelleview, AE",72912-124424,2024-02-21,Startup,"MLflow, PyTorch, Scikit-learn"
633,Adams-Bautista,Education,Data Scientist,"Excel, Power BI, Azure, NumPy, Hugging Face, LangChain",Mid,Full-time,"South Maryshire, DO",92203-179621,2025-05-24,Mid,Scikit-learn
634,Montgomery-Bell,Healthcare,ML Engineer,"Power BI, TensorFlow, Python, Azure, C++, SQL",Mid,Contract,"Carpenterfurt, MV",132423-178710,2025-04-27,Mid,"FastAPI, MLflow, LangChain"
635,Case PLC,Healthcare,Quant Researcher,"MLflow, PyTorch, Azure, R, Python, GCP",Mid,Internship,"Millerborough, MH",43526-142128,2024-08-24,Large,"LangChain, KDB+, Scikit-learn"
636,Fisher LLC,Retail,Data Analyst,"Pandas, AWS, MLflow, TensorFlow",Mid,Full-time,"Jacquelineburgh, ME",100197-176071,2024-12-08,Startup,TensorFlow
637,Morgan Group,Automotive,Data Analyst,"Keras, FastAPI, Python, Excel, AWS",Senior,Internship,"South Jameshaven, TT",104596-158369,2025-06-13,Startup,"PyTorch, TensorFlow, Scikit-learn"
638,Weiss Inc,Education,AI Product Manager,"Power BI, MLflow, FastAPI, R, TensorFlow, NumPy",Mid,Full-time,"North John, IE",128933-143658,2024-02-29,Startup,"TensorFlow, FastAPI, LangChain"
639,"Mendoza, Bishop and Wade",Automotive,NLP Engineer,"GCP, FastAPI, Excel",Senior,Full-time,"South Omarshire, DO",111144-184492,2024-05-07,Mid,"MLflow, TensorFlow"
640,Stephenson and Sons,Healthcare,NLP Engineer,"AWS, C++, MLflow",Entry,Full-time,"Thomasshire, TT",147850-183922,2025-02-11,Large,MLflow
641,Hernandez-Robles,Automotive,AI Researcher,"Keras, TensorFlow, R, Azure",Mid,Contract,"Craigside, JM",140539-204807,2024-12-31,Mid,"BigQuery, LangChain"
642,"Carter, Gordon and Hurst",Finance,ML Engineer,"AWS, Azure, Flask, Reinforcement Learning, TensorFlow, Excel",Senior,Contract,"South Cynthia, GB",60724-86033,2024-02-12,Startup,"FastAPI, KDB+, TensorFlow"
643,Thomas and Sons,E-commerce,NLP Engineer,"Excel, Flask, Hugging Face, TensorFlow",Entry,Contract,"Garzashire, BT",71064-107425,2025-03-21,Mid,MLflow
644,Love LLC,Education,AI Researcher,"CUDA, TensorFlow, FastAPI, Power BI, LangChain, MLflow",Entry,Contract,"North Dianaland, GR",41074-139585,2024-06-03,Startup,KDB+
645,Ingram-Long,Tech,ML Engineer,"R, AWS, Python, MLflow",Entry,Internship,"Johnstad, MK",88875-140496,2024-04-05,Mid,"FastAPI, BigQuery, PyTorch"
646,"Zavala, Jones and Williams",Tech,AI Researcher,"Python, FastAPI, MLflow, LangChain",Mid,Internship,"Hallport, BE",42720-114323,2023-10-19,Large,PyTorch
647,"Leon, May and Wilson",Education,ML Engineer,"LangChain, Python, AWS",Entry,Full-time,"Jessicamouth, MY",48928-97457,2024-10-10,Large,"PyTorch, LangChain, KDB+"
648,Norton-Flores,E-commerce,Quant Researcher,"LangChain, R, Azure, CUDA",Entry,Contract,"Sanchezfurt, TJ",62352-118360,2023-10-19,Startup,"Scikit-learn, BigQuery, PyTorch"
649,"Brown, Ross and Wright",Retail,Data Scientist,"Hugging Face, Scikit-learn, Excel, SQL",Entry,Full-time,"Jillfort, JM",71987-127174,2023-11-28,Mid,TensorFlow
650,"Townsend, Jenkins and Johnson",Tech,Quant Researcher,"Reinforcement Learning, LangChain, CUDA",Senior,Internship,"West Joshuabury, KN",96588-159646,2024-04-29,Startup,"BigQuery, Scikit-learn, FastAPI"
651,"Riddle, Hicks and Thompson",E-commerce,NLP Engineer,"Keras, C++, Azure, FastAPI, CUDA, Scikit-learn",Entry,Remote,"Lake Melissafort, DJ",112609-189278,2023-12-16,Mid,Scikit-learn
652,"Herrera, Moore and Braun",Automotive,AI Product Manager,"CUDA, C++, Excel",Senior,Full-time,"North Kyleborough, BB",63732-99367,2025-07-15,Mid,"BigQuery, TensorFlow, FastAPI"
653,Jones LLC,Healthcare,AI Product Manager,"R, Hugging Face, Excel, Keras",Entry,Remote,"Mariabury, GQ",139447-224946,2024-12-07,Mid,FastAPI
654,Jones-Ortiz,Education,ML Engineer,"LangChain, TensorFlow, C++, Power BI, MLflow, AWS",Mid,Contract,"West Michaelview, MN",130455-143201,2024-02-25,Large,"LangChain, Scikit-learn, PyTorch"
655,Howe-Gallagher,Healthcare,Computer Vision Engineer,"Python, Keras, CUDA, PyTorch, MLflow, NumPy",Mid,Remote,"Gilbertbury, DE",69015-94367,2024-07-17,Mid,PyTorch
656,Ellis-Bailey,Tech,Quant Researcher,"C++, Power BI, Pandas",Mid,Full-time,"New Kristenburgh, VN",70351-86518,2025-06-11,Large,BigQuery
657,Robinson Group,Education,NLP Engineer,"Scikit-learn, PyTorch, R, FastAPI, Excel, NumPy",Mid,Internship,"South Daniel, OM",49069-65157,2025-06-01,Mid,"KDB+, BigQuery, FastAPI"
658,Goodwin-Ramirez,Education,NLP Engineer,"Hugging Face, FastAPI, C++, CUDA",Mid,Internship,"New Vanessa, JO",74463-103688,2024-11-16,Startup,BigQuery
659,Bennett-Jackson,Healthcare,Quant Researcher,"Reinforcement Learning, TensorFlow, SQL, Flask, C++, Keras",Entry,Internship,"Whitemouth, ZM",137479-173706,2025-06-28,Large,"LangChain, MLflow, KDB+"
660,Bean-Chavez,Finance,AI Product Manager,"Pandas, NumPy, TensorFlow, R",Entry,Internship,"Jordanside, KR",51735-71615,2025-06-13,Large,"TensorFlow, LangChain"
661,"Goodwin, Harrison and Lopez",Education,ML Engineer,"Azure, PyTorch, R, Scikit-learn, AWS, Excel",Mid,Internship,"Davidtown, AM",105183-136608,2025-01-24,Startup,BigQuery
662,Gardner-Li,Finance,ML Engineer,"Excel, SQL, GCP, Hugging Face, R",Entry,Internship,"Dustinberg, UZ",80869-128578,2024-12-21,Startup,"FastAPI, LangChain"
663,Robinson-Hill,Healthcare,Computer Vision Engineer,"Excel, CUDA, GCP, Reinforcement Learning, TensorFlow",Senior,Internship,"Lake Melissahaven, TM",94999-167994,2025-01-15,Large,KDB+
664,Moore Inc,Automotive,AI Researcher,"Keras, Hugging Face, R",Senior,Internship,"Aimeestad, KM",98295-166881,2025-03-28,Startup,FastAPI
665,"Fisher, Miller and Duarte",Automotive,AI Researcher,"Azure, Scikit-learn, Python, AWS, LangChain, C++",Entry,Full-time,"West Cassie, MD",84355-154595,2023-11-09,Startup,TensorFlow
666,"Clayton, Pratt and Stone",Healthcare,NLP Engineer,"PyTorch, Excel, Scikit-learn, TensorFlow",Entry,Internship,"Stephanieside, AF",108703-131026,2025-05-03,Mid,BigQuery
667,"Jones, Spencer and Bowers",Retail,Data Scientist,"Scikit-learn, GCP, AWS, FastAPI, Excel, Pandas",Entry,Internship,"Mooreside, GB",45561-84324,2025-01-31,Large,Scikit-learn
668,Lyons Inc,Finance,NLP Engineer,"CUDA, R, GCP",Senior,Remote,"Wangside, UZ",50662-146281,2024-11-13,Large,"BigQuery, KDB+"
669,Robinson PLC,Education,Data Analyst,"FastAPI, C++, Azure, Reinforcement Learning, CUDA",Senior,Internship,"West Brittanyland, MW",75939-118168,2025-02-10,Large,"PyTorch, BigQuery"
670,"Lopez, Davis and Greene",Automotive,ML Engineer,"LangChain, Azure, CUDA, GCP",Entry,Full-time,"Johnsonland, SM",75976-154691,2024-08-10,Mid,"KDB+, LangChain, PyTorch"
671,"Williams, Romero and Goodwin",Automotive,Data Scientist,"Azure, PyTorch, Excel, R, NumPy",Entry,Remote,"Gregorybury, MM",58623-100250,2023-10-15,Startup,"PyTorch, Scikit-learn, KDB+"
672,Martinez LLC,E-commerce,Computer Vision Engineer,"R, MLflow, AWS, Flask, C++",Senior,Internship,"Timothytown, KZ",95737-120978,2025-07-27,Large,"TensorFlow, FastAPI"
673,Lopez-Hughes,E-commerce,Quant Researcher,"AWS, Reinforcement Learning, TensorFlow, FastAPI, SQL, Power BI",Senior,Remote,"Kentville, BT",86038-117214,2025-01-12,Startup,"LangChain, PyTorch, BigQuery"
674,"Palmer, Moody and Wallace",Tech,NLP Engineer,"CUDA, NumPy, Power BI, Azure, C++",Entry,Internship,"South Amanda, BE",52929-148174,2024-12-30,Startup,"PyTorch, MLflow, KDB+"
675,Lawrence PLC,Retail,Computer Vision Engineer,"SQL, Flask, FastAPI, Pandas, Power BI",Senior,Contract,"Saraview, BR",94926-180475,2025-08-12,Mid,"FastAPI, PyTorch, MLflow"
676,Harrison-Stevenson,Education,NLP Engineer,"GCP, Excel, NumPy, Azure, R, Pandas",Mid,Internship,"Barberfurt, AD",80350-124373,2024-01-26,Large,"MLflow, BigQuery"
677,Webb-Garcia,Retail,ML Engineer,"Python, MLflow, Reinforcement Learning, Power BI, Flask",Mid,Internship,"Andreaton, RO",141317-189797,2025-07-31,Large,LangChain
678,Williams-Leonard,Tech,Data Scientist,"Flask, GCP, MLflow, Keras, CUDA, AWS",Mid,Internship,"Samuelside, BI",144921-242601,2024-01-25,Large,KDB+
679,Fox Group,Automotive,AI Researcher,"TensorFlow, C++, AWS, GCP",Entry,Contract,"West Madisonchester, NP",78021-138369,2024-06-30,Large,"BigQuery, MLflow"
680,"Taylor, Ruiz and Hernandez",Education,AI Product Manager,"Azure, LangChain, C++, NumPy, MLflow",Senior,Contract,"East Davidbury, SK",69902-164688,2025-03-15,Large,"Scikit-learn, LangChain, TensorFlow"
681,"Taylor, Thompson and Good",Retail,Computer Vision Engineer,"Scikit-learn, C++, LangChain, CUDA, Excel, Flask",Entry,Remote,"South Patriciaport, RS",149757-220531,2025-02-08,Startup,PyTorch
682,"Wheeler, Hall and Gonzalez",Healthcare,AI Researcher,"Excel, AWS, Flask, NumPy",Entry,Remote,"New Devinview, AG",115186-147382,2025-05-09,Mid,LangChain
683,"Bell, Jones and Munoz",Healthcare,AI Product Manager,"FastAPI, Keras, MLflow",Mid,Full-time,"Angelastad, DE",48248-92417,2023-10-18,Large,FastAPI
684,"Moyer, Nelson and Johnston",Healthcare,Computer Vision Engineer,"Keras, PyTorch, TensorFlow, Scikit-learn, Azure",Mid,Full-time,"Jordanport, NG",111819-139639,2024-02-09,Large,KDB+
685,"Shepard, Anderson and Robinson",Retail,Quant Researcher,"Excel, CUDA, Reinforcement Learning",Mid,Full-time,"Lake Stacey, SE",129844-163112,2024-10-13,Startup,"TensorFlow, LangChain, PyTorch"
686,Smith and Sons,Automotive,AI Researcher,"Hugging Face, GCP, Azure",Entry,Full-time,"Collinsland, MA",121208-201513,2024-09-10,Mid,MLflow
687,"Mathews, Chavez and Scott",Healthcare,Quant Researcher,"LangChain, AWS, NumPy, Flask, GCP, Excel",Senior,Full-time,"Hamiltonport, WS",107216-196778,2025-01-12,Startup,LangChain
688,Wiley LLC,Retail,AI Researcher,"SQL, NumPy, Excel, Pandas, Python",Mid,Internship,"West Manuel, RW",41764-136739,2025-07-11,Startup,LangChain
689,"Lawrence, Smith and Powell",Tech,Data Analyst,"Reinforcement Learning, Flask, CUDA",Senior,Contract,"North Jessicamouth, BT",147895-196134,2024-01-15,Large,BigQuery
690,"Allen, Harvey and Jordan",Retail,NLP Engineer,"C++, GCP, Pandas, MLflow, TensorFlow",Senior,Full-time,"Montoyabury, AR",47192-145078,2025-06-29,Large,TensorFlow
691,Shaw-Knapp,Automotive,AI Product Manager,"Reinforcement Learning, C++, PyTorch, AWS, Azure",Mid,Internship,"North Williamside, FJ",48979-87015,2024-07-28,Large,"FastAPI, LangChain, KDB+"
692,Phillips Ltd,Automotive,Computer Vision Engineer,"LangChain, PyTorch, GCP, AWS, C++, Azure",Mid,Full-time,"North Davidshire, WS",70473-136805,2025-03-16,Startup,"TensorFlow, PyTorch"
693,Lang-Hill,Retail,Computer Vision Engineer,"Hugging Face, Flask, LangChain, TensorFlow, Pandas, FastAPI",Entry,Full-time,"Stephanieville, DE",101941-151649,2024-09-02,Mid,"TensorFlow, BigQuery, FastAPI"
694,Hernandez LLC,Tech,Computer Vision Engineer,"PyTorch, C++, Python, TensorFlow, Power BI",Mid,Contract,"Danielberg, DZ",79422-131027,2025-03-24,Large,"Scikit-learn, BigQuery"
695,"Bradford, Ryan and Edwards",Automotive,NLP Engineer,"FastAPI, Excel, TensorFlow",Senior,Full-time,"Port Austinfort, SZ",104607-198261,2024-01-19,Large,"LangChain, Scikit-learn, KDB+"
696,Lang PLC,Education,Data Analyst,"Power BI, TensorFlow, Keras",Entry,Full-time,"Jaredberg, LT",142297-230635,2023-11-25,Large,FastAPI
697,Rivas Inc,Healthcare,Data Analyst,"Pandas, TensorFlow, Keras, Python, Excel",Mid,Full-time,"West Rick, CY",129959-183290,2024-11-11,Mid,BigQuery
698,Spencer-Watson,Automotive,NLP Engineer,"MLflow, C++, Excel",Senior,Remote,"Wilsonfurt, VU",78350-92888,2025-02-19,Startup,FastAPI
699,"Ward, Morton and Taylor",Education,AI Product Manager,"Azure, Flask, Keras, Scikit-learn, Reinforcement Learning, GCP",Mid,Full-time,"Lisaview, GM",76271-164679,2024-06-11,Startup,"KDB+, MLflow, Scikit-learn"
